لون السيارة,نوع الوقود,أصل السيارة,رخصة السيارة,نوع الجير,الزجاج,قوة الماتور,عداد السيارة,وسيلة الدفع,معروضة,أصحاب سابقون,عدد الركاب,الدفع,air_conditioner,central_closing,alarm_devise,CD_recorder,leather_upholstery,air_cushion,magnesium_rims,sunroof,التكميلي (جسم المركبة),طرف ثالث,المجموع,name_car,model_car,price_car
رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,0000,إمكانية التقسيط,للبيع فقط,4,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,ستروين بيرلينجو,موديل سنة 2017,74000.0
أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,0000000000,نقدا فقط,للبيع فقط,5,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,3413.0,4753.0,,,
أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,288,إمكانية التقسيط,للبيع أو التبديل,٣,4+1,دفع أمامي,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1035.0,1085.0,2120.0,كيا سبورتاج,موديل سنة 2010,81000.0
بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,845.0,500.0,1345.0,سوبارو نملة,موديل سنة 1983,9000.0
أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,,نقدا فقط,للتبديل فقط,,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,سوبارو امبريزا,موديل سنة 2009,48000.0
أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,2600,,نقدا فقط,للبيع أو التبديل,6,1+2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1488.0,2828.0,فولكسفاجن كادي,موديل سنة 2015,77000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,75000,إمكانية التقسيط,للبيع فقط,4,4+1,دفع أمامي,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,500.0,1345.0,سكودا اوكتافيا,موديل سنة 2014,75000.0
بترولي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,500.0,1170.0,فولكسفاجن بولو,موديل سنة 2004,38000.0
رمادي,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2700,,إمكانية التقسيط,للبيع أو التبديل,2,4+1,دفع خلفي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,517.0,500.0,1017.0,سكودا رابيد,موديل سنة 2015,80000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,4,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,1000.0,2340.0,كيا برايد,موديل سنة 2007,42000.0
أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1500,,نقدا فقط,للبيع فقط,3,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,670.0,500.0,1170.0,كيا سبورتاج,موديل سنة 2006,52000.0
خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,155000,نقدا فقط,للبيع فقط,2,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,دايو ماتيز,موديل سنة 2002,8500.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,123,نقدا فقط,للبيع فقط,,4+1,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1690.0,1749.0,3439.0,دايو لانوس,موديل سنة 2002,25000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,0,إمكانية التقسيط,للبيع أو التبديل,6,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,ميتسوبيشي L200,موديل سنة 1999,55000.0
أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,4600,42000,نقدا فقط,للبيع أو التبديل,5,5+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,هونداي سانتافيه,موديل سنة 2006,52000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,215,نقدا فقط,للبيع فقط,2,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,مرسيدس 914,موديل سنة 1996,40000.0
ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,0000,إمكانية التقسيط,للبيع أو التبديل,2,4+1,,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1035.0,1000.0,2035.0,سكودا اوكتافيا,موديل سنة 2011,55000.0
رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,126000,نقدا فقط,للبيع أو التبديل,يد اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,2100.0,3440.0,هونداي اكسنت,موديل سنة 2015,69900.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,98000,نقدا فقط,للبيع فقط,,,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,467.0,500.0,967.0,بيجو 206,موديل سنة 2006,28000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,95000,إمكانية التقسيط,للبيع أو التبديل,يد ثانية,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,3763.0,5103.0,بيجو بارتنر,موديل سنة 2010,57000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,900,,نقدا فقط,للبيع فقط,8,4+1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1340.0,3063.0,4403.0,فورد فوكس,موديل سنة 2016,75000.0
أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,43000,نقدا فقط,للبيع أو التبديل,يد اولى,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,467.0,500.0,967.0,فولكسفاجن باسات,موديل سنة 2012,74000.0
رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,استيراد مباشر من اوروبا,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,1000.0,2035.0,,,
سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,800,١٢٠٠٠,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,2451.0,3791.0,كيا مورننغ,موديل سنة 2015,45000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,,4+1,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,670.0,500.0,1170.0,فولكسفاجن فينتو,موديل سنة 1968,40000.0
عدة الوان,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,65000,إمكانية التقسيط,للبيع فقط,,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,هونداي كونا,موديل سنة 2018,104000.0
رمادي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,نقدا فقط,للبيع أو التبديل,,4+1,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1035.0,1000.0,2035.0,سكودا اوكتافيا,موديل سنة 2011,78000.0
أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,إمكانية التقسيط,للبيع فقط,٤,4+1,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1340.0,1000.0,2340.0,كيا سول,موديل سنة 2017,73000.0
سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,95000,نقدا فقط,للبيع فقط,2,4+1,دفع أمامي,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,مرسيدس C220,موديل سنة 2000,32000.0
سكني,ديزل,خصوصي,فلسطينية,عادي,يدوي,1600,,إمكانية التقسيط,للبيع أو التبديل,,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,845.0,500.0,1345.0,سيت ابيزا,موديل سنة 2019,73000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,4+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1523.0,2863.0,فيات 127,موديل سنة 1982,4500.0
أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2150,,نقدا فقط,للبيع فقط,2,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1340.0,1000.0,2340.0,ستروين بيرلينجو,موديل سنة 2007,52000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,165000,نقدا فقط,للبيع فقط,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,517.0,500.0,1017.0,فولكسفاجن بولو,موديل سنة 2016,67000.0
أبيض,ديزل,عمومي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,500000,إمكانية التقسيط,للبيع فقط,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1000.0,2340.0,,,
أسود,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,000000,إمكانية التقسيط,للبيع فقط,رابعة,4+1,,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1340.0,2626.0,3966.0,هونداي كونا,موديل سنة 2020,115000.0
أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,250000,نقدا فقط,للبيع فقط,يد ثانية,4+1,,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1340.0,2013.0,3353.0,اوبل كورسا,موديل سنة 2013,36000.0
سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,158000,نقدا فقط,للبيع فقط,2,4+1,دفع خلفي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,2888.0,4228.0,سيت ليون,موديل سنة 2017,68500.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,35000,نقدا فقط,للبيع أو التبديل,,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,جييب sofa,موديل سنة 2018,459000.0
أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,49000,نقدا فقط,للبيع فقط,اولى,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,845.0,500.0,1345.0,فيات بونتو,موديل سنة 2002,21000.0
أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع أو التبديل,يد ثانية,6+1,,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,فورد مونديو,موديل سنة 2008,30000.0
أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2500,1000,إمكانية التقسيط,للبيع أو التبديل,٣,3+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1313.0,2348.0,هونداي توسان,موديل سنة 2015,85000.0
رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,,4+1,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,670.0,500.0,1170.0,اوبل استرا,موديل سنة 2006,40000.0
فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,,إمكانية التقسيط,للبيع فقط,يد ثانيه,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1000.0,2340.0,فيات 127,موديل سنة 1980,3500.0
أخضر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,180000,نقدا فقط,للبيع أو التبديل,3,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1690.0,1751.0,3440.0,سكودا اوكتافيا,موديل سنة 2018,98000.0
أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,١٧٠,إمكانية التقسيط,للبيع فقط,٢,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1690.0,3588.0,5278.0,سوبارو امبريزا,موديل سنة 1995,25000.0
أزرق,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2300,300000,إمكانية التقسيط,للبيع أو التبديل,3,4+1,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1340.0,1313.0,2653.0,سكودا فابيا,موديل سنة 2007,31000.0
أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,,نقدا فقط,للبيع فقط,,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1926.0,2960.0,فولكسفاجن جولف,موديل سنة 2015,165000.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع فقط,,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1208.0,2243.0,مرسيدس S350 long,موديل سنة 2006,258000.0
فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,72000,إمكانية التقسيط,للبيع أو التبديل,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1690.0,2538.0,4228.0,هونداي اكسنت,موديل سنة 2019,77500.0
أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,22,نقدا فقط,للبيع أو التبديل,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1340.0,1348.0,2688.0,فولكسفاجن بولو,موديل سنة 2014,55000.0
فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,135000,إمكانية التقسيط,للبيع أو التبديل,3,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1348.0,2688.0,,,
أزرق,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,2,6+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,670.0,500.0,1170.0,داتشيا 2016,موديل سنة 2016,85000.0
أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,يد اولى,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,1000.0,2340.0,مرسيدس E220 D,موديل سنة 2002,65000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1690.0,1366.0,3055.0,فولكسفاجن بولو,موديل سنة 2015,62000.0
أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,10000,إمكانية التقسيط,للبيع أو التبديل,3,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1120.0,2460.0,سكودا اوكتافيا,موديل سنة 2013,95000.0
أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,260000,نقدا فقط,للبيع فقط,اولى,2+1,دفع أمامي,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,935.0,1000.0,1935.0,بي ام دبليو 530,موديل سنة 2007,125000.0
رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1690.0,6301.0,7991.0,كيا سورينتو,موديل سنة 2015,160000.0
فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,109000,نقدا فقط,للبيع فقط,,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,670.0,500.0,1170.0,هونداي i25,موديل سنة 2012,45000.0
أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,41000,إمكانية التقسيط,للبيع أو التبديل,صفر,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,467.0,500.0,967.0,بيجو 205,موديل سنة 1999,20000.0
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع أو التبديل,٥,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1690.0,1050.0,2740.0,كيا سيراتو,موديل سنة 2016,75000.0
فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,900,,إمكانية التقسيط,للبيع فقط,,,,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1340.0,1000.0,2340.0,,,
سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,142الف,إمكانية التقسيط,للبيع أو التبديل,3,6+1,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,670.0,500.0,1170.0,مرسيدس E270,موديل سنة 2003,75000.0
فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,93000,نقدا فقط,للبيع فقط,1,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,845.0,500.0,1345.0,هونداي فيرنا,موديل سنة 2006,38000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,٧٠٠٠٠,إمكانية التقسيط,للبيع أو التبديل,٢,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1690.0,1138.0,2828.0,فولكسفاجن LT,موديل سنة 2005,52000.0
أسود,ديزل,حكومي,فلسطينية,اوتوماتيك,الكتروني,6600,,نقدا فقط,للبيع فقط,,6+1,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1690.0,1000.0,2690.0,,,
أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,,إمكانية التقسيط,للبيع أو التبديل,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1690.0,3501.0,5190.0,هونداي اكسنت,موديل سنة 2005,29000.0
أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2700,00000000ج,إمكانية التقسيط,للبيع أو التبديل,,2+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,2310.0,3650.0,هونداي توسان,موديل سنة 2010,85000.0
فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,163000,نقدا فقط,للبيع فقط,5,4+1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1033.0,2373.0,فولكسفاجن ترانسبورتر,موديل سنة 2008,60000.0
أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000,نقدا فقط,للبيع أو التبديل,0,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1340.0,1000.0,2340.0,ستروين بيرلينجو,موديل سنة 2015,80000.0
فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,95  الف,إمكانية التقسيط,للبيع فقط,١,4+1,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1340.0,1663.0,3003.0,,,
أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,884000,نقدا فقط,للبيع فقط,,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1035.0,1000.0,2035.0,بيجو 206,موديل سنة 2011,27000.0
فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,170000,إمكانية التقسيط,للبيع فقط,,4+1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.0,2626.0,3966.0,مرسيدس  515,موديل سنة 2007,85000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,٧٠٠٠٠,نقدا فقط,للبيع فقط,صفر,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1340.0,1838.0,3178.0,بيجو 206,موديل سنة 2008,20500.0
أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,133400,إمكانية التقسيط,للبيع أو التبديل,1,4+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,670.0,500.0,1170.0,سكودا اوكتافيا,موديل سنة 2015,95000.0
فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,60000,نقدا فقط,للبيع أو التبديل,0,6+1,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,سكودا اوكتافيا,موديل سنة 2000,33000.0
رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,000,إمكانية التقسيط,للبيع أو التبديل,6,4+1,,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1340.0,3676.0,5015.0,سوبارو عريض,موديل سنة 1992,18500.0
أزرق سماوي,بنزين,خصوصي,نمرة صفراء,اوتوماتيك,الكتروني,1600,0000,نقدا فقط,للبيع فقط,٠٠٠٠٠,4+1,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,670.0,500.0,1170.0,سكودا اوكتافيا,موديل سنة 2014,83000.0
أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000,نقدا فقط,للبيع أو التبديل,00,4+1,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1035.0,1000.0,2035.0,فورد فيستا,موديل سنة 2013,39000.0
أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,000000,إمكانية التقسيط,للبيع فقط,7,4+1,دفع أمامي,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,517.0,500.0,1017.0,,,
فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,60000,نقدا فقط,للبيع فقط,2,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1340.0,1978.0,3318.0,داتشيا رينو,موديل سنة 2016,70000.0
أسود,بنزين,تأجير,فلسطينية,عادي,الكتروني,1400,000000000,إمكانية التقسيط,للبيع فقط,خامسة,4+1,,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1340.0,1000.0,2340.0,هونداي سانتافيه,موديل سنة 2015,142000.0
أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,33000,إمكانية التقسيط,للبيع فقط,0,,دفع أمامي,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1690.0,2275.0,3965.0,مرسيدس 313,موديل سنة 1996,40000.0
